customer,date
0032j000004enxWAAQ,2020-12-21
0032j000002jQkqAAE,2021-02-15
0032j000008nsA1AAI,2021-03-15
0032j000008mGtPAAU,2020-12-07
0032j00000BHl6bAAD,2021-01-06
0032j000004e020AAA,2021-02-24
0030o00002sbYblAAE,2021-01-27
0032j000002jCcLAAU,2021-01-29
0032j00000Cn8boAAB,2021-01-27
0032j000007n7puAAA,2021-02-04
0032j000007k6iNAAQ,2021-01-14
0032j000002i2eSAAQ,2021-03-22
0032j00000FXr3eAAD,2021-03-12
0032j000008nlPSAAY,2021-03-19
0032j000007oVbQAAU,2021-01-12
0032j000001Ui6LAAS,2021-03-05
0032j000004dXY4AAM,2021-03-18
0032j0000064PzlAAE,2021-02-18
0032j000008mHUiAAM,2021-03-01
0032j00000CoabbAAB,2021-01-05
0032j000008mfraAAA,2020-11-19
0032j000002jDqTAAU,2021-02-01
0030o00002ytByKAAU,2021-01-07
0032j000002j2xcAAA,2021-03-17
0032j000001U5E0AAK,2021-01-28
0032j000008mJQpAAM,2020-11-18
0032j000007nVGaAAM,2021-03-17
0032j00000CntflAAB,2021-02-08
0032j000001TmEPAA0,2021-03-13
0032j000004dx9OAAQ,2021-02-05
0032j000002gqJFAAY,2021-01-05
0030o000033eIVmAAM,2020-12-07
0032j00000CoLrxAAF,2021-02-26
0032j00000DjFQKAA3,2021-02-01
0032j000001UT2RAAW,2021-01-20
0032j000002jBoLAAU,2020-12-25
0030o000033eRZEAA2,2021-02-10
0032j000007nuSxAAI,2021-03-16
0032j00000Cn83HAAR,2021-01-06
0032j000001UES8AAO,2021-01-27
0032j000008lccUAAQ,2021-01-06
0032j000002j5shAAA,2021-01-25
0032j00000Dk6CkAAJ,2021-02-18
0032j000008lma9AAA,2021-02-04
0032j000002fojBAAQ,2021-02-12
0030o00002uzjcNAAQ,2021-03-03
0032j00000DivX1AAJ,2021-01-27
0032j00000FYFanAAH,2021-03-17
0032j000004duuTAAQ,2021-04-13
0032j000001UIWSAA4,2021-03-04
0032j000001UX6uAAG,2021-02-23
0032j00000BHLzJAAX,2020-12-30
0032j000005s2XjAAI,2020-12-23
0032j000008lwZyAAI,2021-03-05
0032j000001UF6uAAG,2021-01-26
0032j00000CoNjlAAF,2021-01-12
0032j00000Dk6CjAAJ,2021-02-15
0032j000008nQe9AAE,2021-02-15
0032j00000DhpxnAAB,2021-02-10
0030o000033deEhAAI,2021-02-02
0032j000001UIH8AAO,2021-02-09
0030o00002uzmd0AAA,2020-11-12
0032j00000Dj8aMAAR,2021-01-28
0032j000002jBK5AAM,2021-01-13
0032j000001UzHMAA0,2020-12-03
0032j00000FXOyMAAX,2021-03-18
0032j000004eBnbAAE,2021-01-28
0032j00000DjWVrAAN,2021-03-08
0032j00000CJaoMAAT,2021-01-14
0032j00000CoIa8AAF,2021-02-08
0032j000002gKofAAE,2021-02-22
0032j000001UC5yAAG,2021-01-08
0032j000002j7iHAAQ,2021-03-12
0032j00000DjE9BAAV,2021-02-06
0032j000007mosYAAQ,2021-03-09
0032j000002j5iAAAQ,2021-03-04
0032j00000DlKnQAAV,2021-03-09
0032j000001UNZ1AAO,2021-03-15
0032j00000Dj9HxAAJ,2021-02-12
0032j00000CIZeaAAH,2021-02-19
0032j000002jCJxAAM,2021-02-19
0032j000004eCclAAE,2021-02-26
0032j000007k6QbAAI,2021-02-04
0032j000004e9xjAAA,2021-01-08
0032j000004eCvqAAE,2021-01-27
0032j00000FX9okAAD,2021-03-05
0032j000001Vbr3AAC,2021-03-25
0032j000008nYewAAE,2021-02-19
0032j00000Diwv3AAB,2021-02-04
0032j000008lOcVAAU,2020-12-23
0030o00002uzjmFAAQ,2021-02-12
0032j00000DjmQUAAZ,2021-02-15
0032j0000076mLnAAI,2021-01-28
0032j000007k6irAAA,2021-02-10
0032j000001V5HxAAK,2021-01-21
0032j000001UNdjAAG,2021-02-05
0032j00000DjXKCAA3,2021-03-05
0032j000007nAm7AAE,2021-03-16
0032j0000061hqTAAQ,2021-01-21
0032j000004dfLjAAI,2021-01-12
0032j000001UME8AAO,2021-02-24
0032j000007mq6GAAQ,2021-01-05
0032j00000DiFjOAAV,2021-01-19
0032j000001UEtmAAG,2021-02-25
0032j00000FXs2aAAD,2021-03-18
0030o00002uzmZNAAY,2021-02-22
0032j000001TlztAAC,2021-01-19
0032j000004dwdNAAQ,2021-02-10
0032j00000BIBWCAA5,2020-11-05
0030o00002uzmGsAAI,2021-01-16
0032j000002jBMXAA2,2021-02-17
0032j00000DizoCAAR,2021-02-03
0032j000001UE7vAAG,2021-02-10
0032j000001UUhNAAW,2021-02-05
0032j000002gKesAAE,2021-03-08
0032j000004dQMuAAM,2021-02-05
0032j00000DjwKZAAZ,2021-02-16
0032j000001VvudAAC,2021-03-29
0032j00000Dj0BBAAZ,2021-02-12
0032j000001UOTLAA4,2021-02-26
0032j000001UUBhAAO,2021-01-05
0032j000002j6nxAAA,2021-02-19
0032j000001USy3AAG,2021-02-15
0032j000004ddQyAAI,2021-01-29
0032j000004dwuEAAQ,2020-11-04
0032j000001UMe8AAG,2021-01-06
0032j00000DiFA1AAN,2021-03-03
0032j00000Co3wSAAR,2021-01-06
0032j00000DjOzKAAV,2021-02-01
0032j00000FYFnQAAX,2021-03-17
0032j000002gKREAA2,2021-03-05
0032j000004dv5RAAQ,2021-02-09
0030o000033azRMAAY,2020-12-04
0032j000002gjGrAAI,2021-01-25
0032j000002jA8oAAE,2021-02-08
0032j00000CnPAlAAN,2021-03-16
0032j00000DiLovAAF,2021-03-04
0032j000001UXmBAAW,2021-01-08
0032j000007nBUjAAM,2021-02-24
0032j000007n8yxAAA,2021-02-03
0032j000004duDJAAY,2020-12-17
0032j000004ddAFAAY,2021-01-05
0032j000001UDhrAAG,2021-01-06
0032j000007nFOhAAM,2021-01-21
0032j000008nHFmAAM,2021-02-10
0032j000001UX3mAAG,2021-02-18
0032j00000Dig1AAAR,2021-03-04
0032j000002j7iVAAQ,2020-12-23
0032j00000CoVTZAA3,2021-01-08
0032j000001URigAAG,2021-02-09
0032j000002jC8FAAU,2021-02-23
0032j00000DkMK0AAN,2021-03-08
0032j000001UH2yAAG,2021-01-06
0032j0000077nNwAAI,2020-12-17
0032j000002jCObAAM,2021-01-12
0032j000001USSnAAO,2021-01-21
0032j000002hY4SAAU,2021-02-22
0032j000001UMTJAA4,2021-03-18
0032j000004e9zTAAQ,2021-01-21
0032j000001UU06AAG,2020-12-22
0032j00000DiOQJAA3,2021-01-28
0032j00000DhtfsAAB,2021-01-09
0032j000004e42rAAA,2021-02-09
0032j00000DjcPVAAZ,2021-02-09
0030o00002uzkj2AAA,2021-02-05
0032j00000DivzrAAB,2021-01-26
0032j0000063ieHAAQ,2020-12-22
0032j00000DkZQ7AAN,2021-02-24
0032j000002gKzCAAU,2021-02-19
0032j00000Dj0FoAAJ,2021-03-03
0032j00000Dkg9FAAR,2021-02-17
0032j000002hwpEAAQ,2020-11-09
0032j000004eBmGAAU,2020-12-11
0032j00000DlOSuAAN,2021-03-01
0032j000001UVs3AAG,2021-03-10
0030o00002uzmYfAAI,2021-03-03
0032j000002h7o2AAA,2021-01-29
0032j000008nO2QAAU,2021-02-08
0032j00000DiS2rAAF,2021-02-25
0030o00002nkSucAAE,2021-03-09
0032j00000DjRX2AAN,2021-02-01
0032j00000CJUZfAAP,2021-02-04
0032j00000DkQ4NAAV,2021-02-24
0032j00000BHS0aAAH,2021-01-19
0032j00000FXpzIAAT,2021-03-26
0032j000007mqApAAI,2021-01-28
0032j000008mJSXAA2,2021-03-01
0032j000002hhqJAAQ,2021-02-18
0032j000002j2pYAAQ,2021-02-02
0030o00002uzmLrAAI,2021-01-20
0032j00000DkQIzAAN,2021-02-16
0032j000004dwvQAAQ,2021-01-15
0032j000004eXKIAA2,2021-02-05
0032j000002inOpAAI,2021-03-11
0032j000001US7nAAG,2021-03-11
0032j000001UJjjAAG,2021-03-08
0032j00000DjwnVAAR,2021-02-08
0032j00000DkAOeAAN,2021-02-12
0032j000002j2hqAAA,2021-02-25
0032j00000FYB3LAAX,2021-03-17
0032j000001UDWLAA4,2021-01-08
0032j000002gPvOAAU,2021-03-03
0032j000001UDB6AAO,2021-03-10
0032j000005s8SwAAI,2021-02-03
0032j00000Dl0RIAAZ,2021-03-10
0032j000001UNYLAA4,2021-02-18
0032j000002gKBpAAM,2021-01-06
0032j00000CJFIHAA5,2020-11-20
0032j000002jENkAAM,2020-11-16
0032j000002j463AAA,2021-02-12
0032j000007moDbAAI,2021-03-08
0032j000002jFkzAAE,2021-02-01
0032j00000BHl3oAAD,2021-03-03
0032j000002jBuIAAU,2021-01-19
0030o00002yEoyAAAS,2021-02-04
0032j000001Ug46AAC,2021-02-03
0032j000007mp04AAA,2021-02-09
0032j000002jAoiAAE,2021-01-18
0032j000004dXJdAAM,2020-11-20
0032j000002jAq3AAE,2021-02-01
0032j000002jDDRAA2,2021-01-18
0032j00000DlnDIAAZ,2021-03-04
0032j000008lzmoAAA,2021-03-12
0032j000002gjGxAAI,2021-03-15
0032j000007mqaWAAQ,2021-02-01
0032j00000FXpz9AAD,2021-03-19
0032j00000Dj3WvAAJ,2021-01-27
0032j000005s2TmAAI,2021-01-05
0032j0000062bciAAA,2021-01-10
0032j000001USsSAAW,2021-02-05
0032j00000DloQmAAJ,2021-03-08
0032j0000062JCxAAM,2021-01-13
0032j000002gKwNAAU,2021-04-21
0032j000001UG7wAAG,2021-01-14
0030o00002ytzvPAAQ,2021-02-09
0032j00000BHBUZAA5,2021-02-01
0032j00000Cnr53AAB,2021-01-12
0032j000004eCd3AAE,2021-03-08
0032j00000DjnHAAAZ,2021-02-08
0032j0000062u9IAAQ,2021-01-22
0032j00000Dj0ARAAZ,2021-02-02
0032j000004fMStAAM,2021-02-08
0032j000004dXL6AAM,2021-01-29
0032j000001UFMxAAO,2021-01-25
0032j00000DkqjjAAB,2021-03-02
0032j000008lgTCAAY,2021-01-25
0032j000007nuK7AAI,2021-01-22
0032j000002gKxqAAE,2021-02-16
0032j00000DjZNoAAN,2021-02-11
0032j000004duDsAAI,2021-01-26
0032j000004dZnrAAE,2021-01-21
0032j000001UMMPAA4,2020-11-18
0032j000004dzpSAAQ,2021-01-27
0032j000006xLlkAAE,2020-11-25
0032j000005s8VkAAI,2021-02-03
0032j000002gKlVAAU,2021-01-14
0032j000001UFYmAAO,2021-01-22
0032j000004dZpNAAU,2021-02-10
0032j000008mxpeAAA,2021-01-27
0032j000008lo0fAAA,2021-02-15
0032j00000BI8PrAAL,2021-02-17
0032j00000BICWDAA5,2021-01-22
0032j000002j2mPAAQ,2021-03-11
0032j00000Di3OLAAZ,2021-01-12
0032j00000Cms6XAAR,2021-01-21
0032j00000CnZ0FAAV,2021-01-28
0032j000001USKAAA4,2021-03-12
0032j000002j40oAAA,2021-02-18
0032j00000Di3OMAAZ,2021-01-14
0032j000007mqpYAAQ,2021-03-10
0032j00000CnZehAAF,2021-01-12
0032j00000DlbGtAAJ,2021-03-05
0032j000004eDpVAAU,2021-01-07
0032j000007ml4uAAA,2021-02-24
0032j000004e3jkAAA,2021-02-18
0032j000007oXdCAAU,2021-03-09
0032j000002jQktAAE,2021-01-05
0032j00000FXqEsAAL,2021-03-12
0032j00000Dl7wNAAR,2021-03-01
0032j000008lvVrAAI,2021-01-26
0032j000002jqMXAAY,2021-03-05
0032j00000DjAygAAF,2021-02-10
0032j000001UVOPAA4,2021-02-26
0032j000004dQPmAAM,2021-02-10
0032j000004e9zPAAQ,2021-02-08
0032j000004eAW0AAM,2021-01-12
0032j000002j2m8AAA,2021-01-27
0032j000001UWfAAAW,2020-12-22
0032j00000DklrtAAB,2021-02-19
0032j000004duVNAAY,2021-03-05
0032j00000DimqoAAB,2021-02-17
0032j000004e3A9AAI,2021-03-01
0032j000001UDMmAAO,2021-01-20
0032j000004dUc5AAE,2021-05-14
0032j0000078d16AAA,2021-01-26
0032j00000BI8HBAA1,2021-01-25
0032j000004dvi0AAA,2021-01-05
0032j000004dxKoAAI,2021-01-18
0032j0000064ZhgAAE,2021-02-09
0032j00000BHksfAAD,2021-03-04
0032j000001TkxbAAC,2021-01-25
0032j00000CJ5IRAA1,2020-11-18
0032j000002gKYFAA2,2021-02-15
0032j00000DjxumAAB,2021-02-08
0032j000002jtptAAA,2021-01-14
0032j000007ntffAAA,2021-01-28
0030o00002uzlbnAAA,2021-01-28
0032j0000063hL8AAI,2020-12-01
0032j00000Di9mxAAB,2021-01-14
0032j000007mo5pAAA,2021-03-04
0032j000008mSW8AAM,2021-02-09
0032j00000DkRDSAA3,2021-02-15
0032j000001USooAAG,2021-02-03
0032j000008lcCZAAY,2021-01-18
0032j000001UaOhAAK,2021-02-03
0032j000004g1eSAAQ,2021-02-05
0032j000008lcd6AAA,2021-03-18
0032j000004dfJoAAI,2021-01-22
0032j000001UXGOAA4,2021-03-17
0032j000002hkrcAAA,2021-02-15
0032j000004dSQPAA2,2021-02-03
0030o00002uzla6AAA,2021-01-18
0032j000004dyyvAAA,2021-03-01
0032j00000CIiIrAAL,2021-01-15
0032j000001UXXsAAO,2021-01-18
0032j00000DlMKzAAN,2021-02-26
0032j000007mpguAAA,2021-01-12
0030o00002uzlQiAAI,2021-02-19
0032j000001UPFuAAO,2021-01-08
0032j0000062v82AAA,2021-01-20
0032j00000Dig19AAB,2021-02-18
0032j000002jDnSAAU,2021-02-18
0032j000004dg2UAAQ,2021-01-06
0032j00000DloJ1AAJ,2021-03-04
0030o00002uzm3WAAQ,2021-02-27
0032j000001UXh3AAG,2021-02-19
0032j000002j3v5AAA,2021-03-04
0032j00000FXgu2AAD,2021-03-15
0032j000001UFheAAG,2021-03-17
0032j00000DkZXNAA3,2021-02-16
0032j00000DkGYfAAN,2021-02-15
0032j000004e9GzAAI,2021-02-19
0032j00000DlDdjAAF,2021-02-24
0032j000007mpJSAAY,2020-12-01
0032j000004eCOlAAM,2021-04-07
0032j00000DkS4lAAF,2021-02-25
0030o00002uzlhmAAA,2021-01-22
0032j00000CJfj9AAD,2020-12-03
0032j000001UGkMAAW,2021-02-23
0032j00000Di79bAAB,2021-01-13
0032j000007oAFXAA2,2021-01-29
0030o00002uziwsAAA,2021-01-04
0032j00000DjXTtAAN,2021-02-03
0032j00000Dl2GTAAZ,2021-02-22
0032j00000Dj5DxAAJ,2021-02-02
0032j00000DjUknAAF,2021-02-08
0032j000004g1kaAAA,2021-02-16
0032j000002jDDzAAM,2020-11-11
0032j00000DkZTUAA3,2021-02-17
0032j000002j65IAAQ,2021-02-01
0032j000001UU4cAAG,2021-02-18
0032j00000DlDhkAAF,2021-03-09
0032j000004eECEAA2,2021-02-02
0032j00000DiGOJAA3,2021-01-20
0032j000001UWK7AAO,2021-01-14
0030o000033eKW1AAM,2021-01-20
0032j000002jCRDAA2,2021-03-02
0032j000001UETKAA4,2021-03-05
0032j00000CJkGyAAL,2021-03-08
0032j000004dvJaAAI,2021-03-02
0032j00000FXkBNAA1,2021-03-22
0032j000001UFwoAAG,2021-01-08
0032j000004eCXCAA2,2021-02-26
0032j000008lbDSAAY,2021-03-11
0030o00002uzjg5AAA,2021-01-28
0032j000008lw7ZAAQ,2021-01-27
0032j000001UaOBAA0,2021-02-26
0032j000004dTQaAAM,2021-01-05
0032j000001UN12AAG,2021-03-04
0032j000004dxL2AAI,2021-03-05
0030o000036AIqXAAW,2020-11-06
0032j00000DjYnOAAV,2021-02-03
0032j000004e0pIAAQ,2020-12-21
0032j000008nYd6AAE,2021-02-17
0032j000001URAuAAO,2021-02-10
0032j00000CJ7NZAA1,2021-01-20
0032j000001UT34AAG,2021-03-08
0032j00000FYPyUAAX,2021-03-22
0032j000001W04nAAC,2020-11-24
0032j000001URolAAG,2021-03-17
0032j000001UPN3AAO,2021-02-17
0032j00000FXrqoAAD,2021-03-23
0032j00000Di2mbAAB,2021-02-26
0032j00000CIbmRAAT,2021-02-05
0032j000001USwTAAW,2020-12-15
0032j000004e9m7AAA,2021-02-16
0032j000001V5GIAA0,2021-02-22
0030o00002pUrm0AAC,2021-02-26
0032j000004eA9KAAU,2021-03-01
0032j000004dQEIAA2,2021-02-25
0032j000004dvI4AAI,2021-02-15
0032j000001UTRbAAO,2021-02-05
0032j000002gFTYAA2,2021-02-19
0032j00000CIaetAAD,2020-12-22
0032j000002jD2fAAE,2021-01-20
0032j00000DijNYAAZ,2021-03-10
0032j000007oEffAAE,2021-02-22
0032j000001UEyXAAW,2021-01-12
0032j00000CoS06AAF,2021-02-17
0030o00002uzkGtAAI,2021-01-25
0032j000001UDerAAG,2021-02-11
0030o00002uzn7jAAA,2021-02-15
0032j00000CnU3SAAV,2021-02-05
0032j000002gtTlAAI,2021-02-03
0030o00002uzl88AAA,2021-03-03
0032j000001UXIuAAO,2021-02-05
0032j00000Cnz7TAAR,2020-12-25
0030o00002uzmjTAAQ,2021-03-02
0032j00000Cmw4VAAR,2021-01-12
0032j0000062vMNAAY,2021-03-05
0032j000002j8ZmAAI,2021-01-26
0032j000004e0MvAAI,2021-01-13
0032j000004e43TAAQ,2021-01-07
0032j000001UfnhAAC,2020-12-08
0032j00000DhgDFAAZ,2021-01-05
0032j000008lkdHAAQ,2021-01-20
0032j000008mxvGAAQ,2021-02-03
0032j000002gKoGAAU,2021-03-10
0032j0000063hFZAAY,2021-02-24
0032j000001UWpFAAW,2021-01-13
0032j00000DlDQzAAN,2021-02-24
0032j00000Dk05QAAR,2021-02-09
0030o00002uzj8EAAQ,2021-03-12
0032j00000DknbrAAB,2021-01-19
0032j00000DhpxiAAB,2021-02-27
0032j00000CIgUaAAL,2021-02-05
0032j000002inNtAAI,2021-01-25
0032j000001UOPnAAO,2021-03-12
0032j000002j8FNAAY,2021-03-17
0032j000002jFLCAA2,2021-02-03
0032j000001UFB3AAO,2021-01-08
0032j000004dgAjAAI,2021-01-11
0032j000002j404AAA,2021-02-08
0032j0000062vA9AAI,2021-03-15
0032j00000DiuFFAAZ,2021-01-25
0032j000001UXEDAA4,2021-01-25
0032j00000FYEYWAA5,2021-03-17
0032j000008ly2SAAQ,2021-02-02
0032j00000BHjfoAAD,2021-02-17
0032j00000CnPBiAAN,2021-01-08
0032j00000DlgmyAAB,2021-03-09
0030o00002uzjsIAAQ,2021-02-01
0032j000004dysWAAQ,2020-12-11
0032j00000CIZcfAAH,2021-01-08
0032j000004eBfVAAU,2021-01-08
0032j000001W04LAAS,2021-02-19
0032j000007k6siAAA,2021-02-18
0032j00000CIifEAAT,2020-11-12
0032j000001UBKVAA4,2021-02-02
0032j000001UROYAA4,2021-03-04
0032j00000FXRlYAAX,2021-03-16
0030o00002uzjOOAAY,2021-03-12
0032j00000Co78xAAB,2021-01-19
0032j00000FXpwJAAT,2021-03-12
0032j000007oY9iAAE,2021-01-06
0032j00000Dix1bAAB,2021-01-29
0032j00000DjwlXAAR,2021-03-17
0032j000002gKQ2AAM,2021-01-15
0032j000001UF2bAAG,2021-01-12
0032j000004dggDAAQ,2021-02-19
0032j00000FXRTzAAP,2021-03-09
0032j000001UNtIAAW,2021-03-03
0032j00000DjwmZAAR,2021-02-15
0032j000008lkgKAAQ,2021-01-13
0032j0000063ilEAAQ,2021-03-05
0032j00000DiF6VAAV,2021-01-19
0032j000007mezVAAQ,2021-01-18
0032j000001URO3AAO,2021-03-02
0032j000001TfQ2AAK,2021-03-02
0032j00000DjVuhAAF,2021-02-09
0032j000008lb1nAAA,2021-01-16
0032j000001UDbiAAG,2021-03-08
0032j00000FYOaEAAX,2021-03-18
0032j00000DkQJEAA3,2021-02-16
0032j000004duEGAAY,2021-01-15
0032j00000CnYYGAA3,2021-01-26
0032j000004f2Y5AAI,2021-03-11
0032j00000DiEdaAAF,2021-01-15
0032j000004duzqAAA,2021-02-26
0032j000004eCk5AAE,2021-03-12
0032j000004dxqPAAQ,2021-03-05
0032j000001UEzDAAW,2021-02-17
0032j00000DiT2RAAV,2021-01-19
0032j000001UEVKAA4,2020-11-24
0032j000004eAE2AAM,2021-01-25
0032j000001UEuEAAW,2021-02-22
0032j000001VjihAAC,2021-01-19
0032j00000DlNKjAAN,2021-02-26
0032j000008mfBaAAI,2021-03-09
0032j000002jBYcAAM,2021-03-16
0032j000004eBA1AAM,2021-01-29
0032j00000Dj6u5AAB,2021-01-28
0032j00000Dlh2eAAB,2021-03-23
0032j00000FXFI3AAP,2021-03-09
0032j000001UX06AAG,2021-02-17
0032j000004e33BAAQ,2021-03-08
0032j000002j5IsAAI,2021-03-10
0032j000002j4toAAA,2021-02-10
0032j000004ddCmAAI,2021-02-25
0032j000004eARJAA2,2021-03-01
0032j000002jARRAA2,2021-02-01
0032j000008ltefAAA,2021-02-18
0032j000002j3fMAAQ,2021-01-22
0032j00000Dk6iPAAR,2021-02-10
0032j000008nYc2AAE,2021-02-12
0032j000004eAtuAAE,2021-02-15
0032j00000CJ5EHAA1,2020-12-15
0032j000002jQksAAE,2021-03-02
0032j000002hhqFAAQ,2021-01-27
0032j000004duiDAAQ,2021-01-12
0032j000007oYuTAAU,2021-03-16
0032j00000DjjwpAAB,2021-03-12
0032j00000DjF3uAAF,2021-01-29
0032j000008nU4dAAE,2021-03-16
0032j00000778OLAAY,2021-02-24
0032j00000DiPRjAAN,2021-01-22
0032j00000CnYdEAAV,2021-01-19
0032j0000077niVAAQ,2021-01-06
0032j000008nm3eAAA,2021-02-22
0030o00002uzkr9AAA,2021-02-26
0032j00000Co3t9AAB,2021-01-06
0032j000007mpBeAAI,2021-01-25
0032j000008nlfNAAQ,2020-12-10
0032j000002j5moAAA,2021-02-05
0032j00000Gh7f2AAB,2021-01-11
0032j000001Tex5AAC,2021-02-18
0032j00000CJZQ7AAP,2021-01-11
0032j00000Dk2QCAAZ,2021-02-26
0032j000008nQ1xAAE,2021-01-26
0032j000004e9beAAA,2021-02-08
0032j00000CJ1JyAAL,2021-02-19
0032j00000DlDPiAAN,2021-02-24
0032j00000Dk5DbAAJ,2021-02-18
0032j00000CnU9fAAF,2021-02-22
0032j000001UMEWAA4,2021-02-16
0032j000004ddtmAAA,2020-12-25
0032j000002j9w8AAA,2021-01-14
0032j000007k4pKAAQ,2021-01-22
0032j000008lyeTAAQ,2020-12-24
0032j000004dgaPAAQ,2021-03-01
0032j0000062Jd3AAE,2021-01-08
0032j000004dgaVAAQ,2021-02-15
0032j000002jATNAA2,2021-03-08
0032j000004e0LiAAI,2021-03-18
0032j000002j2S1AAI,2021-03-11
0032j000004fpAlAAI,2021-02-18
0032j00000Dif7pAAB,2021-01-26
0032j00000CIbmfAAD,2021-03-08
0032j000004fP5LAAU,2021-02-25
0032j000008lwpxAAA,2021-01-22
0032j000004de0yAAA,2021-03-01
0032j000001UVOZAA4,2021-02-23
0032j00000CJ5I5AAL,2021-03-08
0032j00000DjQ5KAAV,2021-02-03
0032j000004ddCVAAY,2021-03-17
0032j000001UDZ6AAO,2020-12-14
0032j000007mre3AAA,2020-11-14
0032j000007n8McAAI,2021-01-26
0032j000007k5V0AAI,2021-02-16
0032j00000BHSrzAAH,2021-01-05
0032j00000FXRroAAH,2021-03-15
0032j000002j8gZAAQ,2021-02-01
0032j000002i8KoAAI,2021-03-03
0032j00000DkoZEAAZ,2021-02-25
0032j000007nuYyAAI,2021-03-24
0032j000002jDFMAA2,2021-02-10
0032j00000BHMRfAAP,2021-03-22
0032j00000DkcMOAAZ,2021-02-19
0032j0000063hM1AAI,2021-02-03
0032j00000CJUVeAAP,2021-01-15
0032j00000DlDSgAAN,2021-02-24
0032j000002jAlPAAU,2021-03-02
0030o00002uzlypAAA,2021-02-15
0032j000001UDnJAAW,2021-02-05
0030o00002uzjgTAAQ,2021-02-24
0032j000002gKwrAAE,2021-03-05
0032j000004e2lUAAQ,2021-03-18
0032j000004eDdUAAU,2021-01-12
0030o00002uzk4qAAA,2021-01-22
0032j00000CInIIAA1,2021-03-10
0032j000004e1ppAAA,2021-02-25
0030o00002uzkTlAAI,2021-01-05
0032j000002j68SAAQ,2021-03-05
0032j00000Dj0DiAAJ,2021-02-10
0032j000001UEsFAAW,2021-02-19
0032j000007nuTjAAI,2021-03-02
0032j000001Uft9AAC,2021-03-04
0032j00000Cms6MAAR,2021-01-27
0032j000004dgB2AAI,2021-03-08
0032j000001UKWrAAO,2021-01-12
0032j000001UXBHAA4,2021-02-03
0032j000008lyGVAAY,2021-03-10
0032j000004dcc8AAA,2021-01-29
0032j000001UUTFAA4,2021-02-19
0032j00000Co3NGAAZ,2021-01-27
0032j000007n8JgAAI,2021-01-08
0030o00002uzkRhAAI,2021-01-25
0032j000002jBAtAAM,2021-03-02
0032j000001UN76AAG,2021-01-21
0032j00000Dke1iAAB,2021-02-18
0032j000005sqDEAAY,2021-03-05
0030o00002uzl77AAA,2021-01-26
0032j00000DkZiGAAV,2021-02-25
0032j000001UXlnAAG,2021-01-25
0032j00000DiYfVAAV,2021-01-22
0032j00000DkHLQAA3,2021-02-19
0032j000004e1OBAAY,2021-03-16
0032j0000061kmSAAQ,2021-03-16
0032j00000BIIhAAAX,2021-03-09
0032j000001UXhPAAW,2021-02-04
0032j000002gKftAAE,2021-02-01
0032j000004dyQTAAY,2021-01-25
0032j000002gKu8AAE,2021-02-15
0030o00002sbujfAAA,2021-01-05
0032j000004dg45AAA,2021-02-26
0032j00000Cmev1AAB,2021-01-21
0032j000004dzdZAAQ,2021-03-11
0032j000004dgC0AAI,2021-02-01
0032j000008lcS9AAI,2021-01-15
0030o00002uzjhMAAQ,2021-03-16
0032j00000DiJHWAA3,2021-01-20
0032j00000DhqFbAAJ,2021-01-14
0032j00000Dk43vAAB,2021-02-09
0032j00000Di7pWAAR,2021-01-15
0030o00002uzmkEAAQ,2021-01-06
0030o00002uzkFdAAI,2021-03-04
0032j00000CoVG9AAN,2021-01-29
0032j00000CIbkuAAD,2021-03-10
0032j000004eB9kAAE,2021-02-23
0032j000004e2OrAAI,2021-02-10
0032j000002fvTRAAY,2021-03-18
0032j000001UMMKAA4,2021-03-17
0032j000001UOP8AAO,2021-02-26
0032j000001UaOnAAK,2021-01-14
0030o00002sc8JRAAY,2021-03-04
0032j00000BI8HHAA1,2021-01-18
0032j00000DjV2WAAV,2021-02-03
0032j00000DjbznAAB,2021-02-10
0032j000001UELOAA4,2021-01-07
0032j000002j5SfAAI,2021-02-03
0032j00000CmzuQAAR,2021-01-25
0032j00000DiAVZAA3,2021-01-27
0032j000004dc2SAAQ,2021-02-16
0032j00000DjXIKAA3,2021-02-16
0032j00000DjWVqAAN,2021-03-15
0032j00000Dj9IlAAJ,2021-02-04
0032j00000DiOEaAAN,2021-01-21
0032j000008lRVHAA2,2021-01-28
0032j000001UXOdAAO,2021-01-15
0032j000008mJRYAA2,2021-02-10
0032j000002imD2AAI,2020-12-16
0032j000002jC8BAAU,2021-03-16
0032j000001TkcJAAS,2021-01-06
0032j000007mptwAAA,2021-01-22
0032j000001UDQGAA4,2021-01-25
0032j000001UO2ZAAW,2021-02-02
0032j000004dXKRAA2,2021-01-14
0032j000002j5VgAAI,2021-03-03
0032j000002hhpYAAQ,2021-02-19
0032j000007mpJsAAI,2021-03-04
0032j000001UEOpAAO,2021-02-26
0032j000008nVOmAAM,2021-02-04
0032j00000BHRW5AAP,2020-11-02
0032j000002j4IxAAI,2021-03-16
0032j000001W5uQAAS,2021-01-05
0032j000004e2mRAAQ,2021-03-03
0032j000001UEXnAAO,2021-01-05
0032j000002jBr4AAE,2020-12-17
0030o00002yt2t8AAA,2020-11-24
0032j000004dcc4AAA,2021-01-27
0032j00000CJ1yVAAT,2020-11-17
0032j000004djcEAAQ,2021-02-09
0032j000001UzFPAA0,2021-01-25
0032j000007o9kUAAQ,2021-02-16
0032j000001UO8XAAW,2021-01-22
0032j000001UDkWAAW,2020-12-21
